Country and territory,Year,GDP per capita,Population (historical estimates)
MSR,1982,,11321
MSR,1983,,11257
MSR,1984,,11192
MSR,1985,,11133
MSR,1986,,11098
MSR,1987,,11045
MSR,1988,,10986
MSR,1989,,10918
MSR,1990,,10828
MSR,1991,,10593
MSR,1992,,10131
MSR,1993,,9571
MSR,1994,,8982
MSR,1995,,8365
MSR,1996,,7737
MSR,1997,,7092
MSR,1998,,6435
MSR,1999,,5790
MSR,2000,,5166
MSR,2001,,4727
MSR,2002,,4627
MSR,2003,,4652
MSR,2004,,4682
MSR,2005,,4717
MSR,2006,,4756
MSR,2007,,4793
MSR,2008,,4836
MSR,2009,,4896
MSR,2010,,4960
MSR,2011,,4989
MSR,2012,,4999
MSR,2013,,5035
MSR,2014,,5075
MSR,2015,,5083
MSR,2016,,5108
MSR,2017,,4723
MSR,2018,,4381
MSR,2019,,4528
MSR,2020,,4526
MSR,2021,,4438
MAR,1950,2319,8946213
MAR,1951,2324,9188598
MAR,1952,2327,9438851
MAR,1953,2340,9696707
MAR,1954,2353,9963633
MAR,1955,2364,10242171
MAR,1956,2313,10531695
MAR,1957,2263,10831992
MAR,1958,2214,11138244
MAR,1959,2165,11452438
MAR,1960,2118,11769782
MAR,1961,2138,12081717
MAR,1962,2158,12404766
MAR,1963,2179,12726695
MAR,1964,2201,13044255
MAR,1965,2222,13381884
MAR,1966,2289,13738507
MAR,1967,2359,14109759
MAR,1968,2429,14490077
MAR,1969,2503,14876983
MAR,1970,2576,15274357
MAR,1971,2654,15677305
MAR,1972,2660,16081446
MAR,1973,2700,16489462
MAR,1974,2791,16902386
MAR,1975,2919,17325328
MAR,1976,3175,17756514
MAR,1977,3268,18206480
MAR,1978,3298,18679864
MAR,1979,3382,19167660
MAR,1980,3622,19678446
MAR,1981,3457,20208270
MAR,1982,3725,20746774
MAR,1983,3606,21287382
MAR,1984,3657,21817268
MAR,1985,3784,22335078
MAR,1986,3977,22824446
MAR,1987,3790,23279934
MAR,1988,4077,23720600
MAR,1989,4073,24148104
MAR,1990,4130,24570816
MAR,1991,4353.7295,24988088
MAR,1992,4194.447,25400676
MAR,1993,4097.281,25806782
MAR,1994,4461.0625,26201554
MAR,1995,4156.9253,26599054
MAR,1996,4603.652,26999094
MAR,1997,4469.19,27397118
MAR,1998,4729.183,27791828
MAR,1999,4720.7715,28176992
MAR,2000,4753.638,28554420
MAR,2001,5042.073,28930100
MAR,2002,5140.8726,29301820
MAR,2003,5386.8506,29661272
MAR,2004,5584.154,30033124
MAR,2005,5708.0312,30431898
MAR,2006,6076.9526,30833024
MAR,2007,6228.4316,31232634
MAR,2008,6530.978,31634996
MAR,2009,6741.4604,32042880
MAR,2010,6931.558,32464866
MAR,2011,7226,32903708
MAR,2012,7365,33352166
MAR,2013,7619,33803528
MAR,2014,7733,34248608
MAR,2015,8001,34680456
MAR,2016,8039,35107272
MAR,2017,8290.814,35528116
MAR,2018,8451.136,35927516
MAR,2019,,36304408
MAR,2020,,36688768
MAR,2021,,37076588
MOZ,1950,1806,5920221
MOZ,1951,1841,6002285
MOZ,1952,1878,6082380
MOZ,1953,1911,6159692
MOZ,1954,1924,6237199
MOZ,1955,2007,6318912
MOZ,1956,1980,6404165
MOZ,1957,1986,6492819
MOZ,1958,2040,6580335
MOZ,1959,2109,6675658
MOZ,1960,2115,6788377
MOZ,1961,2131,6917531
MOZ,1962,2232,7060376
MOZ,1963,2106,7209810
MOZ,1964,2150,7363643
MOZ,1965,2153,7524155
MOZ,1966,2174,7689640
MOZ,1967,2271,7859473
MOZ,1968,2469,8035532
MOZ,1969,2699,8217932
MOZ,1970,2778,8411678
MOZ,1971,2895,8622889
MOZ,1972,2906,8860587
MOZ,1973,2986,9123676
MOZ,1974,2684,9404229
MOZ,1975,2238,9703732
MOZ,1976,2064,10019210
MOZ,1977,2013,10363576
MOZ,1978,1969,10741129
MOZ,1979,1937,11127851
MOZ,1980,1945,11413590
MOZ,1981,1940,11640020
MOZ,1982,1852,11901834
MOZ,1983,1694,12163331
MOZ,1984,1629,12426220
MOZ,1985,1466,12680070
MOZ,1986,1479,12909798
MOZ,1987,1562,12964793
MOZ,1988,1701,12956776
MOZ,1989,1776,13087606
MOZ,1990,1776,13303461
MOZ,1991,1719.0991,13561180
MOZ,1992,1482.4166,13816886
MOZ,1993,1439.2897,14206253
MOZ,1994,1312.372,14912879
MOZ,1995,1165.8102,15594829
MOZ,1996,1325.5955,16079560
MOZ,1997,1323.6936,16521724
MOZ,1998,1335.6606,16923202
MOZ,1999,1301.5763,17337896
MOZ,2000,1196.0149,17768510
MOZ,2001,1219.381,18220724
MOZ,2002,1199.7332,18694948
MOZ,2003,1155.7037,19186758
MOZ,2004,1125.8322,19694412
MOZ,2005,1107.5338,20211124
MOZ,2006,1099.3418,20735990
MOZ,2007,1067.9666,21280520
MOZ,2008,1031.3622,21845572
MOZ,2009,991.7452,22436660
MOZ,2010,956.5305,23073732
MOZ,2011,925,23760424
MOZ,2012,967,24487614
MOZ,2013,1011,25251738
MOZ,2014,1060,26038704
MOZ,2015,1103,26843252
MOZ,2016,1113,27696500
MOZ,2017,1124.6561,28569448
MOZ,2018,1132.7709,29423882
MOZ,2019,,30285602
MOZ,2020,,31178242
MOZ,2021,,32077074
MMR,1950,631,17731816
MMR,1951,711,18053722
MMR,1952,716,18391996
MMR,1953,724,18749632
MMR,1954,668,19126432
MMR,1955,744,19522788
MMR,1956,781,19935520
MMR,1957,813,20363516
MMR,1958,778,20801172
MMR,1959,885,21252048
MMR,1960,899,21720702
MMR,1961,904,22203106
MMR,1962,966,22699698
MMR,1963,977,23210688
MMR,1964,976,23737822
MMR,1965,983,24286880
MMR,1966,925,24854706
MMR,1967,934,25440032
MMR,1968,976,26044118
MMR,1969,998,26659482
MMR,1970,1023,27284118
MMR,1971,1036,27914954
MMR,1972,1023,28551956
MMR,1973,1001,29165356
MMR,1974,1033,29751938
MMR,1975,1057,30344282
MMR,1976,1103,30941380
MMR,1977,1148,31554606
MMR,1978,1205,32185602
MMR,1979,1240,32821776
MMR,1980,1320,33465782
MMR,1981,1369,34110096
MMR,1982,1417,34742592
MMR,1983,1451,35424268
MMR,1984,1492,36159844
MMR,1985,1506,36881024
MMR,1986,1465,37572344
MMR,1987,1382,38233172
MMR,1988,1207,38868272
MMR,1989,1234,39489416
MMR,1990,1253,40099556
MMR,1991,1205.0715,40680540
MMR,1992,1283.8254,41237808
MMR,1993,1321.8102,41788304
MMR,1994,1373.9629,42337112
MMR,1995,1423.6505,42880188
MMR,1996,1469.0317,43423376
MMR,1997,1505.9805,43972060
MMR,1998,1547.0283,44516188
MMR,1999,1667.6613,45041644
MMR,2000,1843.4945,45538340
MMR,2001,1996.3737,46014828
MMR,2002,2175.8833,46480236
MMR,2003,2410.5698,46924296
MMR,2004,2664.9414,47338444
MMR,2005,2947.0989,47724472
MMR,2006,3246.6934,48088276
MMR,2007,3542.5884,48445652
MMR,2008,3585.7651,48729480
MMR,2009,3673.4368,49015836
MMR,2010,3772.9985,49390988
MMR,2011,3884,49794528
MMR,2012,4124,50218196
MMR,2013,4424,50648336
MMR,2014,4728,51072436
MMR,2015,5021,51483956
MMR,2016,5284,51892352
MMR,2017,5536.4263,52288344
MMR,2018,5838.2173,52666016
MMR,2019,,53040212
MMR,2020,,53423200
MMR,2021,,53798088
NAM,1950,4009,514785
NAM,1951,4038,520842
NAM,1952,4066,527160
NAM,1953,4125,533762
NAM,1954,4254,540490
NAM,1955,4288,547433
NAM,1956,4340,554705
NAM,1957,4398,562460
NAM,1958,4409,570851
NAM,1959,4549,580043
NAM,1960,4855,590188
NAM,1961,4787,601434
NAM,1962,5324,613816
NAM,1963,5710,627367
NAM,1964,6468,642057
NAM,1965,6728,657894
NAM,1966,6808,674821
NAM,1967,6365,693068
NAM,1968,6253,712434
NAM,1969,6303,732889
NAM,1970,6164,754475
NAM,1971,6258,777008
NAM,1972,6156,800615
NAM,1973,6177,824927
NAM,1974,6387,850094
NAM,1975,6293,876579
NAM,1976,6150,901846
NAM,1977,5984,926115
NAM,1978,6027,942022
NAM,1979,6073,957343
NAM,1980,6293,975998
NAM,1981,6271,987404
NAM,1982,6064,1005527
NAM,1983,5734,1033091
NAM,1984,5539,1061999
NAM,1985,5396,1093318
NAM,1986,5530,1127991
NAM,1987,5595,1165435
NAM,1988,5386,1207959
NAM,1989,5208,1288077
NAM,1990,5007,1369016
NAM,1991,5239.034,1415624
NAM,1992,5532.6724,1461694
NAM,1993,5294.2427,1509848
NAM,1994,5545.4624,1558459
NAM,1995,5638.7666,1605382
NAM,1996,5687.1167,1650077
NAM,1997,5796.632,1693248
NAM,1998,5859.8833,1735959
NAM,1999,5926.4277,1778280
NAM,2000,5971.815,1819148
NAM,2001,5888.432,1856406
NAM,2002,6069.3203,1888531
NAM,2003,6082.4263,1915432
NAM,2004,6712.772,1939405
NAM,2005,6807.5757,1962874
NAM,2006,7208.6885,1986568
NAM,2007,7509.527,2011492
NAM,2008,7618.031,2038556
NAM,2009,7548.129,2067928
NAM,2010,7905.541,2099275
NAM,2011,8203,2132343
NAM,2012,8483,2167474
NAM,2013,8793,2204517
NAM,2014,9170,2243008
NAM,2015,9462,2282709
NAM,2016,9376,2323351
NAM,2017,9188.005,2364540
NAM,2018,9043.12,2405682
NAM,2019,,2446648
NAM,2020,,2489099
NAM,2021,,2530150
NRU,1950,,3374
NRU,1951,,3425
NRU,1952,,3534
NRU,1953,,3623
NRU,1954,,3721
NRU,1955,,3835
NRU,1956,,3984
NRU,1957,,4136
NRU,1958,,4282
NRU,1959,,4435
NRU,1960,,4604
NRU,1961,,4776
NRU,1962,,4972
NRU,1963,,5221
NRU,1964,,5507
NRU,1965,,5825
NRU,1966,,6037
NRU,1967,,6135
NRU,1968,,6311
NRU,1969,,6528
NRU,1970,,6682
NRU,1971,,6800
NRU,1972,,6904
NRU,1973,,7013
NRU,1974,,7114
NRU,1975,,7218
NRU,1976,,7329
NRU,1977,,7462
NRU,1978,,7561
NRU,1979,,7607
NRU,1980,,7652
NRU,1981,,7714
NRU,1982,,7694
NRU,1983,,7853
NRU,1984,,8148
NRU,1985,,8335
NRU,1986,,8554
NRU,1987,,8783
NRU,1988,,9042
NRU,1989,,9327
NRU,1990,,9620
NRU,1991,,9925
NRU,1992,,10152
NRU,1993,,10249
NRU,1994,,10294
NRU,1995,,10336
NRU,1996,,10370
NRU,1997,,10386
NRU,1998,,10400
NRU,1999,,10405
NRU,2000,,10400
NRU,2001,,10385
NRU,2002,,10375
NRU,2003,,10365
NRU,2004,,10356
NRU,2005,,10337
NRU,2006,,10318
NRU,2007,,10289
NRU,2008,,10267
NRU,2009,,10255
NRU,2010,,10262
NRU,2011,,10303
NRU,2012,,10464
NRU,2013,,10719
NRU,2014,,10965
NRU,2015,,11207
NRU,2016,,11463
NRU,2017,,11708
NRU,2018,,11949
NRU,2019,,12156
NRU,2020,,12339
NRU,2021,,12533
NPL,1950,802,8398952
NPL,1951,816,8579837
NPL,1952,835,8759893
NPL,1953,877,8936491
NPL,1954,886,9110779
NPL,1955,894,9284902
NPL,1956,925,9458905
NPL,1957,915,9633244
NPL,1958,956,9805028
NPL,1959,971,9980683
NPL,1960,980,10167941
NPL,1961,990,10365144
NPL,1962,998,10570725
NPL,1963,1006,10782719
NPL,1964,1012,11002820
NPL,1965,1019,11232952
NPL,1966,1071,11470202
NPL,1967,1034,11715586
NPL,1968,1023,11970408
NPL,1969,1049,12231875
NPL,1970,1055,12501288
NPL,1971,1022,12774872
NPL,1972,1034,13052224
NPL,1973,1009,13335966
NPL,1974,1052,13626308
NPL,1975,1047,13925542
NPL,1976,1071,14230741
NPL,1977,1081,14550429
NPL,1978,1105,14888778
NPL,1979,1106,15238564
NPL,1980,1057,15600443
NPL,1981,1119,15969796
NPL,1982,1135,16347124
NPL,1983,1076,16740666
NPL,1984,1152,17141612
NPL,1985,1194,17540576
NPL,1986,1218,17936924
NPL,1987,1208,18326202
NPL,1988,1269,18720746
NPL,1989,1290,19145078
NPL,1990,1315,19616528
NPL,1991,1360.7834,20130774
NPL,1992,1374.6613,20702138
NPL,1993,1385.2411,21267356
NPL,1994,1456.0203,21794756
NPL,1995,1468.0789,22305572
NPL,1996,1511.7336,22783972
NPL,1997,1558.3988,23249422
NPL,1998,1570.6635,23703330
NPL,1999,1609.1803,24143162
NPL,2000,1676.7456,24559504
NPL,2001,1738.3142,24956070
NPL,2002,1709.7787,25332178
NPL,2003,1747.7766,25682912
NPL,2004,1802.1438,26003970
NPL,2005,1836.3057,26285112
NPL,2006,1884.1873,26518974
NPL,2007,1927.3865,26713652
NPL,2008,2021.154,26881542
NPL,2009,2085.2437,27026952
NPL,2010,2152.2747,27161572
NPL,2011,2189,27266398
NPL,2012,2258,27330696
NPL,2013,2316,27381558
NPL,2014,2421,27462110
NPL,2015,2455,27610328
NPL,2016,2435,27861186
NPL,2017,2600.0276,28183424
NPL,2018,2727.4238,28506718
NPL,2019,,28832500
NPL,2020,,29348626
NPL,2021,,30034988
NLD,1950,9558,10093555
NLD,1951,9615,10226297
NLD,1952,9698,10361806
NLD,1953,10429,10497301
NLD,1954,11010,10631384
NLD,1955,11678,10767911
NLD,1956,11953,10905351
NLD,1957,12137,11046127
NLD,1958,11926,11191758
NLD,1959,12333,11341766
NLD,1960,13209,11493124
NLD,1961,13074,11647374
NLD,1962,13770,11803461
NLD,1963,14078,11958417
NLD,1964,15042,12117832
NLD,1965,15618,12275797
NLD,1966,15838,12426790
NLD,1967,16483,12576971
NLD,1968,17365,12727200
NLD,1969,18270,12881251
NLD,1970,19075,13037686
NLD,1971,19636,13186716
NLD,1972,20079,13324182
NLD,1973,20851,13447575
NLD,1974,21514,13560532
NLD,1975,21318,13663970
NLD,1976,22132,13760114
NLD,1977,22598,13855560
NLD,1978,22992,13949415
NLD,1979,23347,14040286
NLD,1980,23438,14130383
NLD,1981,23153,14217323
NLD,1982,22780,14296533
NLD,1983,23086,14369651
NLD,1984,23750,14441930
NLD,1985,24361,14515705
NLD,1986,24893,14592526
NLD,1987,25085,14675302
NLD,1988,25574,14762321
NLD,1989,26612,14850230
NLD,1990,27515,14944550
NLD,1991,28126.781,15046578
NLD,1992,28555.732,15150688
NLD,1993,28879.996,15251088
NLD,1994,29727.557,15349481
NLD,1995,30680.348,15446670
NLD,1996,31811.738,15538617
NLD,1997,33199.633,15629912
NLD,1998,34688.55,15722601
NLD,1999,36409.08,15812491
NLD,2000,37899.95,15899138
NLD,2001,38636.223,15981630
NLD,2002,38653.125,16057042
NLD,2003,38803.957,16127574
NLD,2004,39682.375,16196036
NLD,2005,40679.49,16261834
NLD,2006,42286.51,16325679
NLD,2007,44008.75,16391232
NLD,2008,44840.71,16460775
NLD,2009,43178.508,16536200
NLD,2010,43812.348,16617121
NLD,2011,44591,16701470
NLD,2012,43957,16785296
NLD,2013,43744,16867352
NLD,2014,44205,16954080
NLD,2015,44869,17041110
NLD,2016,45600,17124512
NLD,2017,46650.754,17207204
NLD,2018,47474.11,17286042
NLD,2019,,17363260
NLD,2020,,17434562
NLD,2021,,17501696
NCL,1950,,63884
NCL,1951,,64964
NCL,1952,,66112
NCL,1953,,67331
NCL,1954,,68629
NCL,1955,,69998
NCL,1956,,71615
NCL,1957,,73681
NCL,1958,,76064
NCL,1959,,78588
NCL,1960,,81258
NCL,1961,,84045
NCL,1962,,86897
NCL,1963,,89642
NCL,1964,,92246
NCL,1965,,94818
NCL,1966,,97462
NCL,1967,,100213
NCL,1968,,103173
NCL,1969,,106712
NCL,1970,,111000
NCL,1971,,115810
NCL,1972,,120882
NCL,1973,,126128
NCL,1974,,131487
NCL,1975,,136612
NCL,1976,,140687
NCL,1977,,143377
NCL,1978,,145273
NCL,1979,,146963
NCL,1980,,148611
NCL,1981,,150242
NCL,1982,,151982
NCL,1983,,154116
NCL,1984,,156763
NCL,1985,,159718
NCL,1986,,162808
NCL,1987,,166074
NCL,1988,,169492
NCL,1989,,173170
NCL,1990,,177280
NCL,1991,,181731
NCL,1992,,186281
NCL,1993,,190793
NCL,1994,,195277
NCL,1995,,199717
NCL,1996,,204101
NCL,1997,,208431
NCL,1998,,212771
NCL,1999,,217134
NCL,2000,,221548
NCL,2001,,225999
NCL,2002,,230410
NCL,2003,,234693
NCL,2004,,238656
NCL,2005,,242147
NCL,2006,,245647
NCL,2007,,249378
NCL,2008,,253090
NCL,2009,,256988
NCL,2010,,261435
NCL,2011,,266312
NCL,2012,,271315
NCL,2013,,276404
NCL,2014,,280805
NCL,2015,,283041
NCL,2016,,283753
NCL,2017,,284358
NCL,2018,,284887
NCL,2019,,285374
NCL,2020,,286412
NCL,2021,,287809
NZL,1950,13479,1911611
NZL,1951,12199,1952129
NZL,1952,12427,1998954
NZL,1953,12522,2048963
NZL,1954,13936,2096338
NZL,1955,13908,2140979
NZL,1956,14346,2186348
NZL,1957,14418,2235324
NZL,1958,14641,2286562
NZL,1959,15350,2335013
NZL,1960,15087,2381191
NZL,1961,15533,2431619
NZL,1962,15511,2486311
NZL,1963,16150,2540032
NZL,1964,16606,2590656
NZL,1965,17341,2638319
NZL,1966,18111,2684362
NZL,1967,17027,2725199
NZL,1968,16809,2756420
NZL,1969,18348,2786359
NZL,1970,17835,2824068
NZL,1971,18452,2868891
NZL,1972,18889,2920886
NZL,1973,19804,2980643
NZL,1974,20529,3042806
NZL,1975,19907,3095434
NZL,1976,20161,3127819
NZL,1977,19110,3141172
NZL,1978,19182,3143303
NZL,1979,19580,3142535
NZL,1980,19681,3147166
NZL,1981,20537,3160621
NZL,1982,20715,3185723
NZL,1983,21015,3219831
NZL,1984,21783,3250341
NZL,1985,21780,3268360
NZL,1986,22124,3281673
NZL,1987,22142,3299449
NZL,1988,22022,3316005
NZL,1989,22107,3333753
NZL,1990,21817,3397388
NZL,1991,21125.895,3481606
NZL,1992,21093.06,3532568
NZL,1993,21897.676,3573739
NZL,1994,23076.857,3620893
NZL,1995,23751.902,3673899
NZL,1996,24321.248,3728460
NZL,1997,24802.129,3775853
NZL,1998,24861.416,3810047
NZL,1999,25867.992,3833496
NZL,2000,26823.018,3855266
NZL,2001,27167.318,3889587
NZL,2002,28065.855,3948582
NZL,2003,28876.287,4019944
NZL,2004,29806.734,4081415
NZL,2005,30270.248,4132782
NZL,2006,30798.63,4179986
NZL,2007,31784.441,4221495
NZL,2008,31444.633,4260235
NZL,2009,31233.076,4302884
NZL,2010,31586.09,4346345
NZL,2011,32057,4381274
NZL,2012,32674,4410285
NZL,2013,32989,4450641
NZL,2014,33339,4514198
NZL,2015,33696,4590591
NZL,2016,34295,4668088
NZL,2017,34875.95,4746253
NZL,2018,35336.137,4838528
NZL,2019,,4959033
NZL,2020,,5061130
NZL,2021,,5129730
NIC,1950,2565,1330447
NIC,1951,2657,1369717
NIC,1952,3016,1409854
NIC,1953,2997,1451491
NIC,1954,3178,1494687
NIC,1955,3288,1539557
NIC,1956,3186,1586177
NIC,1957,3351,1634515
NIC,1958,3258,1684597
NIC,1959,3204,1736403
NIC,1960,3148,1789695
NIC,1961,3277,1844635
NIC,1962,3521,1901456
NIC,1963,3781,1960158
NIC,1964,4092,2020948
NIC,1965,4340,2084104
NIC,1966,4342,2150006
NIC,1967,4500,2219007
NIC,1968,4419,2291304
NIC,1969,4564,2366638
NIC,1970,4463,2444776
NIC,1971,4533,2525485
NIC,1972,4543,2603188
NIC,1973,4637,2682751
NIC,1974,5064,2769211
NIC,1975,5013,2857464
NIC,1976,5099,2947459
NIC,1977,5247,3038689
NIC,1978,4771,3128550
NIC,1979,3405,3214316
NIC,1980,3414,3303310
NIC,1981,3480,3397663
NIC,1982,3360,3491908
NIC,1983,3437,3584608
NIC,1984,3308,3674509
NIC,1985,3107,3763036
NIC,1986,3011,3852022
NIC,1987,2922,3941466
NIC,1988,2498,4033290
NIC,1989,2393,4129449
NIC,1990,2291,4227824
NIC,1991,2209.7942,4327293
NIC,1992,2163.4165,4427177
NIC,1993,2114.692,4526690
NIC,1994,2154.299,4625260
NIC,1995,2264.0925,4721932
NIC,1996,2395.2021,4812391
NIC,1997,2482.691,4895964
NIC,1998,2569.8284,4974551
NIC,1999,2748.127,5049885
NIC,2000,2858.5269,5123223
NIC,2001,2944.2444,5192765
NIC,2002,2969.4575,5259017
NIC,2003,3049.15,5323064
NIC,2004,3220.261,5386220
NIC,2005,3370.7776,5454680
NIC,2006,3525.5537,5529811
NIC,2007,3729.8513,5607460
NIC,2008,3856.5522,5687752
NIC,2009,3771.947,5770649
NIC,2010,3916.9658,5855736
NIC,2011,4189,5942554
NIC,2012,4376,6030605
NIC,2013,4527,6119377
NIC,2014,4685,6208680
NIC,2015,4866,6298610
NIC,2016,5045,6389237
NIC,2017,5213.989,6480534
NIC,2018,4952.477,6572234
NIC,2019,,6663919
NIC,2020,,6755900
NIC,2021,,6850546
NER,1950,983,2569201
NER,1951,1004,2659702
NER,1952,1023,2749574
NER,1953,1042,2838986
NER,1954,1063,2928436
NER,1955,1082,3018553
NER,1956,1103,3109795
NER,1957,1122,3202653
NER,1958,1143,3297847
NER,1959,1162,3395951
NER,1960,1213,3497438
NER,1961,1239,3602538
NER,1962,1341,3711068
NER,1963,1443,3822703
NER,1964,1415,3937013
NER,1965,1490,4053531
NER,1966,1441,4172506
NER,1967,1417,4294286
NER,1968,1398,4417957
NER,1969,1326,4542998
NER,1970,1337,4669707
NER,1971,1382,4797069
NER,1972,1282,4926325
NER,1973,1039,5059388
NER,1974,1105,5196585
NER,1975,1050,5339497
NER,1976,1033,5488666
NER,1977,1087,5644706
NER,1978,1205,5810358
NER,1979,1261,5987157
NER,1980,1291,6173179
NER,1981,1277,6366270
NER,1982,1231,6564456
NER,1983,1180,6766616
NER,1984,956,6973850
NER,1985,950,7187622
NER,1986,969,7408370
NER,1987,912,7636591
NER,1988,939,7872257
NER,1989,915,8116080
NER,1990,872,8370650
NER,1991,865.9134,8634640
NER,1992,785.2636,8907642
NER,1993,771.5414,9193081
NER,1994,776.8025,9493322
NER,1995,702.4934,9813920
NER,1996,712.8558,10149939
NER,1997,693.1094,10494203
NER,1998,755.248,10854919
NER,1999,736.9175,11231469
NER,2000,693.3765,11622673
NER,2001,723.3114,12031431
NER,2002,734.5916,12456520
NER,2003,758.1143,12900793
NER,2004,725.1316,13366889
NER,2005,757.2439,13855225
NER,2006,771.4197,14365171
NER,2007,766.1869,14897877
NER,2008,809.4504,15455181
NER,2009,775.2534,16037917
NER,2010,810.1573,16647545
NER,2011,799,17283118
NER,2012,864,17954410
NER,2013,880,18653204
NER,2014,911,19372012
NER,2015,913,20128132
NER,2016,925,20921748
NER,2017,935.3714,21737924
NER,2018,964.6601,22577060
NER,2019,,23443400
NER,2020,,24333644
NER,2021,,25252722
NGA,1950,1200,37189376
NGA,1951,1262,37903172
NGA,1952,1323,38624424
NGA,1953,1325,39347724
NGA,1954,1382,40082480
NGA,1955,1379,40839224
NGA,1956,1309,41616580
NGA,1957,1323,42413364
NGA,1958,1270,43214756
NGA,1959,1288,44044232
NGA,1960,1307,44928336
NGA,1961,1313,45855508
NGA,1962,1349,46821856
NGA,1963,1433,47822572
NGA,1964,1451,48856336
NGA,1965,1505,49925800
NGA,1966,1414,51020304
NGA,1967,1160,52106684
NGA,1968,1114,53210124
NGA,1969,1372,54360756
NGA,1970,1744,55569268
NGA,1971,1894,56837616
NGA,1972,1908,58173832
NGA,1973,2012,59605448
NGA,1974,2179,61157940
NGA,1975,2051,62851316
NGA,1976,2208,64658312
NGA,1977,2220,66589656
NGA,1978,2028,68633344
NGA,1979,2104,70750312
NGA,1980,2080,72951440
NGA,1981,1855,75175392
NGA,1982,1784,77388072
NGA,1983,1631,79351592
NGA,1984,1527,81337552
NGA,1985,1621,83585256
NGA,1986,1610,85804192
NGA,1987,1556,88044192
NGA,1988,1667,90351464
NGA,1989,1729,92744064
NGA,1990,1773,95214256
NGA,1991,1759.0035,97685360
NGA,1992,1793.9401,100182048
NGA,1993,1817.7495,102775472
NGA,1994,1820.3046,105456120
NGA,1995,1851.0375,108187616
NGA,1996,1924.0884,110956184
NGA,1997,1977.2856,113791184
NGA,1998,2025.8649,116690528
NGA,1999,2034.8275,119695568
NGA,2000,2144.8254,122851984
NGA,2001,2282.823,126152680
NGA,2002,2609.1294,129583032
NGA,2003,2848.2812,133119808
NGA,2004,3136.6274,136756848
NGA,2005,3347.8206,140490720
NGA,2006,3564.6323,144329760
NGA,2007,3817.4834,148294032
NGA,2008,4084.2002,152382512
NGA,2009,4416.347,156595744
NGA,2010,4904.8657,160952864
NGA,2011,5136,165463744
NGA,2012,5223,170075936
NGA,2013,5370,174726128
NGA,2014,5569,179379024
NGA,2015,5578,183995776
NGA,2016,5360,188666928
NGA,2017,5271.1426,193495904
NGA,2018,5237.662,198387616
NGA,2019,,203304496
NGA,2020,,208327408
NGA,2021,,213401328
NIU,1950,,4509
NIU,1951,,4581
NIU,1952,,4643
NIU,1953,,4660
NIU,1954,,4669
NIU,1955,,4695
NIU,1956,,4727
NIU,1957,,4776
NIU,1958,,4825
NIU,1959,,4868
NIU,1960,,4897
NIU,1961,,4935
NIU,1962,,5010
NIU,1963,,5109
NIU,1964,,5222
NIU,1965,,5336
NIU,1966,,5433
NIU,1967,,5445
NIU,1968,,5381
NIU,1969,,5299
NIU,1970,,5206
NIU,1971,,5101
NIU,1972,,4945
NIU,1973,,4742
NIU,1974,,4518
NIU,1975,,4293
NIU,1976,,4074
NIU,1977,,3935
NIU,1978,,3853
NIU,1979,,3757
NIU,1980,,3659
NIU,1981,,3553
NIU,1982,,3419
NIU,1983,,3246
NIU,1984,,3059
NIU,1985,,2870
NIU,1986,,2704
NIU,1987,,2627
NIU,1988,,2607
NIU,1989,,2587
NIU,1990,,2560
NIU,1991,,2520
NIU,1992,,2483
NIU,1993,,2439
NIU,1994,,2396
NIU,1995,,2362
NIU,1996,,2323
NIU,1997,,2282
NIU,1998,,2230
NIU,1999,,2167
NIU,2000,,2096
NIU,2001,,2038
NIU,2002,,1990
NIU,2003,,1952
NIU,2004,,1914
NIU,2005,,1881
NIU,2006,,1857
NIU,2007,,1846
NIU,2008,,1847
